text,news_link,outlet,topic,type,label,label_opinion,biased_words
"Just this week, the far-left Washington Post demanded an immediate and total shutdown of all police movies and TV shows.",http://feedproxy.google.com/~r/breitbart/~3/_MdFljKx8cY/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,['far-left']
The failure to act to ameliorate global warming exposes the myth of human progress and the illusion that we are rational creatures. ,https://www.alternet.org/2019/04/a-professor-of-astrophysics-explains-why-humans-are-on-the-path-to-self-destruction-not-the-first-time-theres-been-a-civilization-in-the-universe/,Alternet,environment,left,1,Expresses writer’s opinion,['myth']
"Pro-democracy dissidents in Cuba condemned the island’s “accredited journalists” — reporters from mainstream media outlets with Communist Party permission to work — for their silence in the wake of an increasingly violent wave of repression, the Spain-based Diario de Cuba reported on Tuesday.",http://feedproxy.google.com/~r/breitbart/~3/A8hZS9l5yr0/,Breitbart,vaccine,nan,1,Somewhat factual but also opinionated,"['pro-democracy', '""accredited', 'journalists""']"
"India’s Prime Minister Narendra Modi is often compared to Donald Trump, especially when it comes to his anti-Muslim policies.",https://www.alternet.org/2020/02/india-builds-a-wall-to-hide-its-poor-people-days-before-trumps-visit/,Alternet,international-politics-and-world-news,left,1,Somewhat factual but also opinionated,[]
"On the heels of winning the female Ballon d’Or award on Monday, Rapinoe demanded that male soccer stars speak up on her political causes.",https://www.breitbart.com/sports/2019/12/04/megan-rapinoe-pleads-male-soccer-stars-become-political-activists/,Breitbart,sport,right,0,Entirely factual,[]
"In the dominant political fight in D.C., Donald Trump wants a giant wall along the U.S./Mexico border.",http://www.msnbc.com/rachel-maddow-show/what-trump-prepared-offer-exchange-border-wall,MSNBC,immigration,left,1,Somewhat factual but also opinionated,[]
"Also during his speech, Trump said his administration defends Christians and Jews from the radical left Democrats and condemns the socialism that he claims has ravaged Venezuela.",https://www.foxnews.com/politics/trump-says-we-have-god-on-our-side-in-2020-election-as-soleimanis-bloody-rampage-comes-to-an-end.amp,Fox News,islam,nan,1,Somewhat factual but also opinionated,"['claims', 'ravaged']"
"A key part of Warren’s revenue calculations to pay for her healthcare overhaul comes from a new tax on the wealthiest 1% of U.S. individuals, or a “wealth tax”.",https://www.reuters.com/article/us-election-warren-healthcare-exclusive/exclusive-economist-who-backed-warren-healthcare-plan-has-doubts-about-her-wealth-tax-idUSKBN1XI01T,Reuters,taxes,center,0,Entirely factual,[]
"There has been a surge in homophobic and transphobic commenting on social media in recent days, which included describing LGBT people as from “hell” and calling for them to be killed, according to Wilde.",https://www.reuters.com/article/us-malaysia-lgbt/a-brutal-assault-and-rising-fear-in-malaysias-lgbt-community-idUSKCN1L9009,Reuters,blm,nan,0,Entirely factual,[]
"All elected officials and candidates need to start being asked in public, on videos immediately posted to social media, why they aren’t doing anything to keep naked men from getting access to naked girls in showers, bathrooms, and locker rooms.",https://thefederalist.com/2020/06/16/scotuss-transgender-ruling-firebombs-the-constitution/,Federalist,marriage-equality,nan,1,Expresses writer’s opinion,[]
"“Yes, this country is being swamped by would-be immigrants, and a mature polity would address the problem with sensible reforms,” Charen argues. “",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,Alternet,immigration,nan,0,nan,nan
Factual analyses have dismantled this false narrative put forth by some in the mainstream media.,https://www.breitbart.com/national-security/2017/03/16/niac-pushes-fake-news-trumps-ban-a-white-nationalist-effort-to-change-the-trajectory-of-immigration/,Breitbart,white-nationalism,right,0,Entirely factual,[]
"As a result, income inequality now rivals that of the robber baron days of the early 1900s, when labor unions were virtually outlawed while corporate monopolies thrived.",https://www.alternet.org/2019/09/how-american-inequality-follows-us-to-the-grave/,Alternet,middle-class,left,0,No agreement,[]
"Police made scores of arrests at Friday’s massive demonstration in Brooklyn, loading cuffed protesters onto city buses lined up on Atlantic Avenue, shutting down a major thoroughfare.",https://www.reuters.com/article/us-minneapolis-police-protests-factbox-idCAKBN2352VY?taid=5ed23930842569000110ba53&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,black lives matter,center,1,Entirely factual,[]
"Black Americans enrolled in Medicare were around four times as likely as their white counterparts to be hospitalized for COVID-19, U.S. government data released on Monday showed",https://www.reuters.com/article/us-health-coronavirus-usa-race-idUSKBN23T34D?taid=5ef14f60b353e800011548a7&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,blm,nan,0,Entirely factual,[]
Religious leaders and politicians in both parties condemned Trump for allowing protesters to be violently dispersed from Lafayette Square in front of the White House on Monday before he walked to a historic church to hold a Bible in front of cameras.,https://www.msn.com/en-us/news/politics/trump-invokes-floyd-on-job-data-even-as-black-unemployment-soars/ar-BB155HOl?ocid=ob-tw-enus-1550268740751,MSNBC,blm,nan,0,Entirely factual,[]
"President Trump is framing a campaign rally in Tulsa, Okla., on Saturday as a reset after a punishing several months that saw a global pandemic, nationwide protests over racism and policing, Supreme Court setbacks and a scathing tell-all book by his former national-security adviser.",https://www.foxbusiness.com/politics/trump-seeks-campaign-reboot-tulsa-rally,Fox News,marriage-equality,nan,0,Entirely factual,[]
"Democrats recently provided more funding for the state’s roads — through an unpopular, regressive gas tax hike rather than spending cuts on less urgent priorities.",http://feedproxy.google.com/~r/breitbart/~3/dmYVy0yQGK4/,Breitbart,taxes,right,1,No agreement,"['unpopular', 'regressive']"
Rep. Alexandria Ocasio-Cortez (D-NY) on Tuesday blasted President Donald Trump’s border wall as a “monument to hate” and a “monument to himself.”,https://www.breitbart.com/politics/2019/01/08/ocasio-cortez-blasts-border-wall-monument-to-hate/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,1,Somewhat factual but also opinionated,"['blasted', 'monument', 'to']"
"November target for COVID-19 vaccine unrelated to U.S. election, HHS Secretary Azar says",https://www.reuters.com/article/us-health-coronavirus-vaccine-usa-idUSKBN25U2E4?taid=5f5159749ce3010001e616fc&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,vaccine,nan,0,Entirely factual,[]
"Is this an accurate statement?""",https://www.foxnews.com/politics/hawley-slams-biden-nominee-stonewalling-past-tweets-unbelievable,Fox News,elections-2020,nan,0,nan,nan
"In 2017, the International Basketball Federation overturned its long-criticized ban on religious headwear, including the hijab, after much scrutiny.",https://www.huffpost.com/entry/muslim-teen-disqualified-hijab-race_n_5db1b8eae4b0d5b789475647,HuffPost,sport,left,1,Entirely factual,[]
"Christian persecution around the globe reached an unprecedented level at the end of 2019, with over 260 million Christians facing “high levels of persecution,” Open Doors revealed Wednesday.",https://www.breitbart.com/politics/2020/01/16/watch-list-260-million-christians-experience-high-levels-of-persecution/,Breitbart,islam,nan,0,Entirely factual,[]
It reminds us that a once-great university has fallen to the forces of wokist ignorance and that you’d really be better off trying to study for your degree elsewhere.,http://feedproxy.google.com/~r/breitbart/~3/REGTIx7llJw/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['wokist', 'ignorance']"
The transgender ideology says people have the government-enforced right to be treated as male or female according to their sense of “gender identity”.,https://www.breitbart.com/politics/2020/01/26/joe-biden-transgender-equality-is-the-civil-rights-issue-of-our-time/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,"['transgender', 'ideology', 'government-enforced', '""gender', 'identity""']"
"With Democrats fuming over Trump's push for a border wall amid a still-unresolved funding standoff, those guest lists signal the president could face a tough crowd.",https://www.foxnews.com/politics/democrats-troll-trump-with-state-of-the-union-guests,Federalist,gun-control,right,0,No agreement,['fuming']
That lack of any real convictions on the subject means Biden will not step in the way of any gun control crusades if he wins the White House. ,http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/,Breitbart,gun control,right,0,No agreement,['crusades']
"New laws in Virginia demonstrate that state lawmakers can deliver sweeping gun control measures even in a state where a vocal, well-organized opposition is fierce about protecting its guns and proud of its hunting tradition.",https://feeds.feedblitz.com/~/621997250/0/alternet_all~Amid-pandemic-gun-control-advocates-celebrate-wins-on-NRA%e2%80%99s-home-turf/,Alternet,gun-control,left,0,Somewhat factual but also opinionated,[]
"Since then, drip by drip, other parts of the federal government have had their online content trimmed to omit mention of lesbian, gay, bisexual, transgender and queer people.",https://www.nbcnews.com/feature/nbc-out/trump-trend-lgbtq-mentions-quietly-axed-discrimination-guidelines-n1109186?icid=related,MSNBC,gender,left,1,No agreement,['drip']
"China is poised to pass a national security law for Hong Kong that the city's opposition lawmakers, analysts and U.S. officials say could plunge the semi-autonomous territory into its deepest turmoil since it returned to Chinese rule in 1997.",http://rssfeeds.usatoday.com/~/624739264/0/usatoday-newstopstories~China-security-law-set-to-plunge-Hong-Kong-into-turmoil-tense-USChina-relations-risk-strong-Trump-reaction/,USA Today,islam,nan,0,Entirely factual,[]
"When confronted with how to pay for their extraordinarily expensive policy agenda, the answer of liberal lawmakers, analysts, and advocates is nearly always the same: tax the rich.",https://www.thedailybeast.com/the-tax-the-rich-delusion-of-the-democratic-left,The Daily Beast,taxes,nan,1,nan,nan
"A Minnesota Catholic leader on Wednesday rejected remarks made by a priest who called Islam the ""greatest threat in the world"" to the United States and Christianity.",http://rssfeeds.usatoday.com/~/617338726/0/usatodaycomnation-topstories~Minnesota-priest-calls-Muslim-immigrants-a-threat-drawing-rebuke-from-Catholic-Church/,USA Today,islam,nan,0,Entirely factual,[]
